"""company""","""creation_date""","""approve_date""","""closed_date""","""po_no""","""po_status""","""line_num""","""line_type""","""item_number""","""item_description""","""inventory_type""","""main_category""","""group_category""","""sub_group_category""","""sub_sub_group_category""","""uom""","""buyer_name""","""vendor_no""","""vendor_name""","""payment_term""","""vendor_site_code""","""closed_code""","""header_cancel""","""line_cancel""","""quantity_received""","""quantity_accepted""","""quantity_rejected""","""quantity_cancelled""","""currency_code""","""rate""","""quantity""","""unit_price""","""amount""","""amount_egp"""
EMAS,2019-06-11 00:00:00,2019-06-19 00:00:00,2019-07-15 12:17:30,190356,Approved,3,Goods,4040403649,"Wearguard, dwg.no. 20072933, material VAUDET 100R, for modified wear protection for joint head, for atox mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Protection cover for Atox mill.,,Each,Buyer_05,9141,Vendor_060,14 days,Site_099,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,5310,15930,15930
EGYLUX,2019-06-11 00:00:00,2019-06-19 00:00:00,2019-07-15 12:17:30,190356,Approved,4,Goods,3052803650,"Ring, cover, dwg.no. 10204276, material VAUDET 100R, for modified wear protection for joint head, for atox mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Protection cover for Atox mill.,,Each,Buyer_05,9141,Vendor_060,14 days,Site_099,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,14490,43470,43470
EGYLUX,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,1,Direct,,"Air filter element, Miller part no. 187441, for Miller Welding Machine, Model: Trailblazer 302 Diesel",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,1045,4180,4180
ASF,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,2,Direct,,"Air filter element, for Air compressor INGERSOLL RAND CE55 G, Miller Part no.: 197676, Donaldson Part no.: P821575, WIX Part no. 46438, for Miller Welding Machine, Model: Big Blue Air Pak, Serial no. : MA370044E",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,888,3552,3552
EGYLUX,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,3,Direct,,"Air filter element, for Diesel Engine: DEUTZ BF4M 2011, Miller Part no.: 192938, Donaldson Part no.: P822768, WIX Part no. 46489, for Miller Welding Machine, Model: Big Blue Air Pak, Serial no. : MA370044E",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,1216,4864,4864
ASF,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,4,Direct,,"Air/Oil Separator, for Air compressor INGERSOLL RAND CE55 G, Miller Part no.: 206747, Ingersoll Rand Part no.: 89259337, for Miller Welding Machine, Model: Big Blue Air Pak, Serial no. : MA370044E",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,5975,23900,23900
EGYLUX,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,5,Direct,,"Belt, Miller part no. 187459, for Miller Welding Machine, Model: Trailblazer 302 Diesel",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,736,736,736
ESCC,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,6,Direct,,"Belt, for Air compressor INGERSOLL RAND CE55 G, Miller Part no.: 218609, Gates Part no. K060578, for Miller Welding Machine, Model: Big Blue Air Pak, Serial no. : MA370044E",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,2764,2764,2764
EGYLUX,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,7,Direct,,"Belt, for Diesel Engine: DEUTZ BF4M 2011, Miller Part no.: 207808, Gates Part no. XL 7445, for Miller Welding Machine, Model: Big Blue Air Pak, Serial no. : MA370044E",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1244,1244,1244
ASF,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,8,Direct,,"Filter kit, Filter Kit, Kubota 722, Miller part no. 206421, for Miller Welding Machine, Model: Trailblazer 302 Diesel",,,,Spare parts for Miller welding machine.,,Kit,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,2736,2736,2736
ASF,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,9,Direct,,"Fuel In-Line filter, 5/16x5/16 Mic 125 ?175, Miller part no. : 213858, for Miller Welding Machine, Model: Trailblazer 302 Diese",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,361,1444,1444
EMAS,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,10,Direct,,"Fuel Spin-on filter, for Diesel Engine: DEUTZ BF4M 2011, Miller Part no.: 192744, Donaldson Part no.: P550587, Farm Part no. P1145A, for Miller Welding Machine, Model: Big Blue Air Pak, Serial no. : MA370044E",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,830,3320,3320
ESCC,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,11,Direct,,"Fuel filter, Miller part no. 187442, for Miller Welding Machine, Model: Trailblazer 302 Diesel",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,332,1328,1328
EGYLUX,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,12,Direct,,"Fuel filter, for Diesel Engine: DEUTZ BF4M 2011, Miller Part no.: 066217, Donaldson Part no.: P550345, Deutz Part no. 117-4696, for Miller Welding Machine, Model: Big Blue Air Pak, Serial no. : MA370044E",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,845,3380,3380
EMAS,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,13,Direct,,"Oil filter element, for Air compressor INGERSOLL RAND CE55 G, Miller Part no.: 206745, Ingersoll Rand Part no.: 39329602, for Miller Welding Machine, Model: Big Blue Air Pak, Serial no. : MA370044E",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,1120,4480,4480
EGYLUX,2019-06-11 00:00:00,2019-08-22 00:00:00,2020-01-02 12:10:42,190357,Approved,14,Direct,,"Oil filter, Miller part no. 187443, for Miller Welding Machine, Model: Trailblazer 302 Diesel",,,,Spare parts for Miller welding machine.,,Each,Buyer_05,9013,Vendor_162,14 days,Site_110,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,546,2184,2184
EGYLUX,2019-06-11 00:00:00,2019-07-30 00:00:00,,190358,Approved,1,Goods,3051509252,"Gauge, vacuum gauge, -1/+1.5 bar, filled with glycerin, dia. 63 mm, center back connection, size 1/4 inch, Pos.48, supplier AFRISO, for pump station LQ120, for atox coal mill 25",Spare parts,Mechanical items,mechanical items for clinker production area (400),Gauge,,Each,Buyer_03,9166,Vendor_069,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,490,490,490
EMAS,2019-06-10 00:00:00,2019-08-06 00:00:00,2020-08-27 09:10:11,190350,Approved,1,Direct,,"Ckeck valve, for 6 mm tube, Part no. 504-30344-4",,,,Fittings for graesing systems,,Each,Buyer_03,9097,Vendor_164,14 days,Site_090,CLOSED,Valid,Valid,20,20,0,0,EGP,1,20,48.36,967.2,967.2
EMAS,2019-06-10 00:00:00,2019-08-06 00:00:00,2020-08-27 09:10:11,190350,Approved,2,Direct,,"Male elbow, Model WE6-LL R1/8 K, Part no. 223-12477-1, Lincoln",,,,Fittings for graesing systems,,Each,Buyer_03,9097,Vendor_164,14 days,Site_090,CLOSED,Valid,Valid,20,20,0,0,EGP,1,20,49.29,985.8,985.8
EMAS,2019-06-10 00:00:00,2019-08-06 00:00:00,2020-08-27 09:10:11,190350,Approved,3,Direct,,"Straight union, Model GE8-S G1/4, Part no. 223-12477-2, Lincoln",,,,Fittings for graesing systems,,Each,Buyer_03,9097,Vendor_164,14 days,Site_090,CLOSED,Valid,Valid,20,20,0,0,EGP,1,20,39.99,799.8,799.8
EMAS,2019-06-10 00:00:00,2019-06-19 00:00:00,2019-06-26 11:04:42,190351,Approved,1,Goods,7990109200,"Bag, for cement (El SEWEDY), 1ply 90 grm + 1ply 85 grm, capacity 50 kg",Bags (for packing),Bags (for packing),Bags (for packing),Bag for cement,,Each,Buyer_06,9028,Vendor_049,21 days,Site_043,CLOSED,Valid,Valid,2816000,2816000,0,0,EGP,1,2816000,3.5735,10062976,10062976
EMAS,2019-06-10 00:00:00,2019-07-30 00:00:00,2019-12-23 12:23:01,190352,Approved,1,Goods,3130502489,"Photo electric cell, type WTB140-P2231, Ventomatic code 6033209, SICK.",Spare parts,Electrical items,Instrumentation,Photo cell for packing,,Each,Buyer_06,9094,Vendor_050,14 days,Site_057,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,2295,11475,11475
EGYLUX,2019-06-09 00:00:00,2019-06-12 00:00:00,2019-09-02 15:45:06,190348,Approved,1,Goods,4040403647,"Wearguard, lower, dwg.no. 10204926, material VAUDET 100R, for modified wear protection for joint heat, for atox mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Wearguard for Atox mill.,,Each,Buyer_05,9035,Vendor_137,14 days,Site_066,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,8250,24750,24750
EMAS,2019-06-09 00:00:00,2019-06-12 00:00:00,2019-09-02 15:45:06,190348,Approved,2,Goods,4040403648,"Wearguard, upper, dwg.no. 10204984, material VAUDET 100R, for modified wear protection for joint head, for atox mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Wearguard for Atox mill.,,Each,Buyer_05,9035,Vendor_137,14 days,Site_066,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,6150,18450,18450
ESCC,2019-06-09 00:00:00,2019-06-12 00:00:00,2019-09-02 15:45:06,190348,Approved,3,Goods,4040403649,"Wearguard, dwg.no. 20072933, material VAUDET 100R, for modified wear protection for joint head, for atox mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Wearguard for Atox mill.,,Each,Buyer_05,9035,Vendor_137,14 days,Site_066,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,6450,19350,19350
ASF,2019-06-09 00:00:00,2019-06-12 00:00:00,2019-09-02 15:45:06,190348,Approved,4,Goods,3052803650,"Ring, cover, dwg.no. 10204276, material VAUDET 100R, for modified wear protection for joint head, for atox mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Wearguard for Atox mill.,,Each,Buyer_05,9035,Vendor_137,14 days,Site_066,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,17250,51750,51750
EMAS,2019-06-09 00:00:00,2019-07-03 00:00:00,2019-12-29 15:56:35,190349,Approved,1,Goods,3040103752,"Valve, butterfly, DN 300, type EVS, supplier EuroValve, for CF silo",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Valve butterfly,,Each,Buyer_03,9101,Vendor_001,14 days,Site_067,CLOSED,Valid,Valid,8,8,0,0,EGP,1,8,9480,75840,75840
EMAS,2019-05-28 00:00:00,2019-06-12 00:00:00,2019-06-16 14:28:30,190346,Approved,1,Direct,,"Hard facing , the table segments for coal mill.",,,,Hard Facing - Complementary to P.O 190205,,Kilogram,Buyer_04,9040,Vendor_135,,Site_050,CLOSED,Valid,Valid,724,724,0,0,EUR,19.2105,724,26.15,18932.6,363704.71
EGYLUX,2019-05-28 00:00:00,2019-06-12 00:00:00,2019-08-05 12:27:26,190347,Approved,1,Direct,,"FAN, 460W /900 RPM/ 3PH./outer diameter 63 cm for Petra air conditions unit",,,,Fans for air conditions,,Each,Buyer_06,9164,Vendor_099,Immediate,Site_006,CLOSED,Valid,Valid,20,20,0,0,EGP,1,20,1600,32000,32000
EMAS,2019-05-27 00:00:00,,,190343,Rejected,1,Goods,4040104221,"Casted central tube, inner diameter 5392 mm, over all height 2720mm, material no.1.4837 (FLS 5840) GX40CrNiSi 25-12, according to assembly dwg.10001464, consist of 110 hangers, 55 top element, 275 normal element and 55 lock ring",Wear parts,Wear parts,mechanical items for clinker production area (400),Central tube,,Set,Buyer_04,9059,Vendor_013,,Site_020,OPEN,Valid,Valid,0,0,0,0,EUR,19.2105,1,70001,70001,1344754.21
EMAS,2019-05-27 00:00:00,2019-06-16 00:00:00,2019-10-01 14:17:32,190344,Approved,1,Goods,3082007732,"Supply, power supply, type 515-PS1,  output 14VDC, 3A, manufacturer GE security.",Spare parts,Electrical items,Automation,Power Supply,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.2105,1,825,825,15848.66
EMAS,2019-05-27 00:00:00,2019-07-30 00:00:00,2020-11-30 13:19:57,190345,Approved,1,Goods,3082302600,"Relay, with base, type C3-A30X, voltage coil 24VDC, contact voltage 300VAC, 11 pin, Releco MR-C.",Spare parts,Electrical items,Operating Panels,Relay,,Each,Buyer_06,9111,Vendor_115,Immediate,Site_001,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,429.57,1288.71,1288.71
EGYLUX,2019-05-22 00:00:00,2019-06-16 00:00:00,,190336,Approved,1,Goods,3060203542,"Air/oil filter kit, for screw compressor Atlas Copco type GA 132 W-8.5, GA 110 W-7.5, GA 110 W-8.5, part no. 2906 0953 00",Spare parts,Mechanical items,mechanical items for utilities area (700),Service kits for atlas copco compressors.,,Each,Buyer_01,9163,Vendor_152,"50% against LG, 50% after Delivery",Site_011,OPEN,Valid,Valid,0,0,0,0,EGP,1,4,9545,38180,38180
EMAS,2019-05-22 00:00:00,2019-06-16 00:00:00,2019-11-04 11:21:53,190337,Approved,1,Goods,3050510474,"Block, assembly, complete with all internal elements, dwg. 1.234137, part list 50067119, item no. 07.03.11.02, on mill housing, for hydraulic cylinder for atox coal mill 25",Spare parts,Mechanical items,mechanical items for clinker production area (400),Block assembly,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.2105,1,2880,2880,55326.24
ASF,2019-05-22 00:00:00,,,190338,Rejected,1,Goods,3052201986,"Burner, CBO, length 710 mm, dwg. No. 1.076698, complete, SPL 5.038303 and 50033586, consist of oil pipe length 710 mm material mild steel heat resistant, air pipe length 710 mm heat resistant steel, for calciner burner 421.BU500",Spare parts,Mechanical items,mechanical items for clinker production area (400),Burner,,Each,Buyer_04,9057,Vendor_006,,Site_022,OPEN,Valid,Valid,0,0,0,0,EUR,19.2105,3,1964.25,5892.75,113202.67
EGYLUX,2019-05-22 00:00:00,2019-06-16 00:00:00,2020-04-06 11:57:58,190339,Approved,1,Goods,3019909686,"Sphere, inner sealing, dwg. No. 20085963, Material no.: 1.8515, 31 CrMo 12, DIN 17211, SPL 50067119, PN 4345180, item no. 08.01.01.07, for Oil and air connection, for coal mill",Spare parts,Mechanical items,mechanical items for clinker production area (400),Misc S-P,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.2105,1,1144.75,1144.75,21991.22
ASF,2019-05-22 00:00:00,2019-06-16 00:00:00,2020-04-06 11:57:58,190339,Approved,2,Goods,3019909687,"Sleeve, inner wear, dwg. No. 20085964, Material no.: 1.8515, 31 CrMo 12, DIN 17211, SPL 50067119, PN 4346414, item no. 08.01.02.03, for Oil and air connection, for coal mill",Spare parts,Mechanical items,mechanical items for clinker production area (400),Misc S-P,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.2105,1,1689.1,1689.1,32448.46
EGYLUX,2019-05-22 00:00:00,2019-06-16 00:00:00,2020-04-06 11:57:58,190339,Approved,3,Goods,3019909690,"Tube, wear protection, dwg. No. 10240610, Material no.: 1.0038, SPL 50067119, PN 5459896, item no. 08.01.01.11, for Oil and air connection, for coal mill",Spare parts,Mechanical items,mechanical items for clinker production area (400),Misc S-P,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.2105,1,1520,1520,29199.96
EMAS,2019-05-22 00:00:00,2019-06-16 00:00:00,2020-04-06 11:57:58,190339,Approved,4,Goods,3019909692,"Box, protection box, dwg. No. 20086917, Material no.: 1.0038, SPL 50067119, PN 5459890, item no. 08.01.01.04, for Oil and air connection, for coal mill",Spare parts,Mechanical items,mechanical items for clinker production area (400),Misc S-P,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.2105,1,327.75,327.75,6296.24
ASF,2019-05-22 00:00:00,2019-06-16 00:00:00,2020-04-06 11:57:58,190339,Approved,5,Goods,3019909693,"Cover, dwg. No. 20085967, Material no.: 1.0038, SPL 50067119, PN 4346471, item no. 08.01.02.11, for Oil and air connection, for coal mill",Spare parts,Mechanical items,mechanical items for clinker production area (400),Misc S-P,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.2105,1,228.81,228.81,4395.55
EGYLUX,2019-05-22 00:00:00,,,190340,Rejected,1,Goods,1100508817,"Hook, dwg.no.2.142302, material 1.0050, PN 586288, SPL 50030937, for hammer crusher grate basket, ESCC drawing ( 0001951)",Spare parts,Mechanical items,mechanical items for raw materials handling area (100),Hook for hammer crusher.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,3500,7000,7000
ESCC,2019-05-22 00:00:00,2019-06-16 00:00:00,2019-07-10 11:16:02,190341,Approved,1,Goods,3049909072,"Valve, non return valve type VRC 150, supplier ROBUSCHI, for rotary blowers type ROBOX ES 65/3C, for kiln feed",Spare parts,Mechanical items,mechanical items for utilities area (700),Valve,,Each,Buyer_03,9041,Vendor_139,14 days,Site_058,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,1500,4500,4500
EMAS,2019-05-22 00:00:00,2019-06-16 00:00:00,2019-07-15 12:43:34,190342,Approved,1,Goods,3080907319,"Contactor, type 3RT2026-1BB40, class AC-3, rated voltage 400VAC, rated current 25A, coil voltage 24VDC, rated power 11kw, manufacturer siemens.",Spare parts,Electrical items,Operating Panels,Contactors,,Each,Buyer_06,9080,Vendor_097,14 days,Site_044,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,725.2,7252,7252
EGYLUX,2019-05-21 00:00:00,2019-06-16 00:00:00,2025-01-12 09:58:57,190331,Approved,1,Goods,3052101977,"Cartridge, lubrication, 60 cc/2.03 FL.OZ.(us), SS019-763471, GLY 92, Perma star S60, for SF 4x6F cross bar cooler lubricator.",Spare parts,Mechanical items,mechanical items for clinker production area (400),Motor & Cartridge,,Each,Buyer_04,9117,Vendor_014,,Site_024,CLOSED,Valid,Valid,100,100,0,0,EUR,19.2105,100,26.32,2632,50562.04
ESCC,2019-05-21 00:00:00,2019-06-16 00:00:00,2025-01-12 09:58:57,190331,Approved,2,Goods,3052103754,perma star vario Motor for cooler automatic lubricator (Mo01Var),Spare parts,Mechanical items,mechanical items for clinker production area (400),Motor & Cartridge,,Each,Buyer_04,9117,Vendor_014,,Site_024,CLOSED,Valid,Valid,36,36,0,0,EUR,19.2105,36,42.29,1522.44,29246.83
EGYLUX,2019-05-21 00:00:00,2019-06-16 00:00:00,2019-07-24 17:09:51,190332,Approved,1,Goods,3119905050,"Valve, butterfly, 3 inch, with single acting pneumatic actuator and solenoid vale 24 , for Bypass water injection tank",Spare parts,Mechanical items,mechanical items for clinker production area (400),Valve butterfly,,Each,Buyer_03,9162,Vendor_026,14 days,Site_106,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,5000,10000,10000
ESCC,2019-05-21 00:00:00,2019-06-16 00:00:00,2019-10-02 17:38:08,190333,Approved,1,Goods,3030211265,"Belt, V-belt type, A 70",Spare parts,Mechanical items,V-belt items,V-belt,,Each,Buyer_03,9098,Vendor_033,14 days,Site_090,CLOSED,Valid,Valid,6,6,0,0,EGP,1,6,58,348,348
EMAS,2019-05-21 00:00:00,2019-05-23 00:00:00,2019-07-16 10:28:43,190334,Approved,1,Capex,, POWER EDGE R730 warranty renewal 3 years / maintenance,,,,"	POWER EDGE R730 warranty renewal 3 years",,Each,Buyer_07,9116,Vendor_153,60 days,Site_010,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,64912.28,129824.56,129824.56
ASF,2019-05-21 00:00:00,2019-07-03 00:00:00,,190335,Approved,1,Goods,4091005584,"Wire, material lead, for metal snap lock",Spare parts,Mechanical items,Mechanical Miscellaneous,Wire,,Kilogram,Buyer_03,9020,Vendor_034,14 days,Site_052,OPEN,Valid,Valid,99.7,99.7,0,0,EGP,1,100,33,3300,3300
ESCC,2019-05-20 00:00:00,2019-06-16 00:00:00,2019-08-20 15:35:36,190326,Approved,1,Goods,3130202790,"Sensor, PT100, section1 130mmX8mm, section2 30mmX3mm, with terminal head, with male connector M12,and according to attached drawings for the raw mill fan and cement mill fan.",Spare parts,Electrical items,Instrumentation,PT100,,Each,Buyer_06,9078,Vendor_133,Immediate,Site_061,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,300,300,300
EGYLUX,2019-05-20 00:00:00,2019-06-16 00:00:00,2019-07-16 11:25:03,190327,Approved,1,Goods,3080107467,"Battery, type ER14250H, lithium-thionyl chloride, voltage 3.6V, 1200mAh, size 25x14.5 mm.    ",Spare parts,Electrical items,Electrical Miscellaneous,Batteries,,Each,Buyer_06,9075,Vendor_155,Immediate,Site_107,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,150,1500,1500
EMAS,2019-05-15 00:00:00,2019-06-23 00:00:00,2019-07-10 11:15:27,190322,Approved,1,Goods,4080100187,"Electrode, welding, basic, AWS A5.1-81:7018, 4 mm wire diameter, DIN 1913:E5143B10, ISO E51 4B 120 26H",Spare parts,Mechanical items,Welding materials,Welding electrodes.,,Kilogram,Buyer_05,9011,Vendor_101,14 days,Site_086,CLOSED,Valid,Valid,100,100,0,0,EGP,1,100,45,4500,4500
ESCC,2019-05-15 00:00:00,2019-07-03 00:00:00,2019-08-04 14:31:16,190323,Approved,1,Goods,4090605051,"Sheet, perforated, thickness 02 mm, hole dia. 10mm, center distance between holes 13 mm, material steel 37, dwg.no. Escc.0001069, recommended width 1500mm",Spare parts,Mechanical items,Air slide,Perforatred sheet.,,Square Meter,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,18,18,0,0,EGP,1,18,850,15300,15300
EGYLUX,2019-05-15 00:00:00,2019-07-03 00:00:00,2019-09-02 15:14:00,190324,Approved,1,Goods,3050501920,"Cap, protecting, dwg.no. 3.119483, material no.: 1.0570,  protection for wearing segment's bolts, for atox mill's roller, FLS Part List 50030495, Item No. 06.01.04.11",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Protection cap for roller of Atox mill.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,48,48,0,0,EGP,1,48,342,16416,16416
EGYLUX,2019-05-15 00:00:00,2019-06-16 00:00:00,2019-09-02 15:11:41,190325,Approved,1,Goods,4040402975,"Louvre, material no.: 1.0038, FLS dwg. no. 10073045, complete with bushs, for air separator of atox mill",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Louvre for air separator of Atox mill.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,36,36,0,0,EGP,1,36,1450,52200,52200
EGYLUX,2019-05-09 00:00:00,,,190314,Rejected,1,Goods,3130306617,"Crad, Art.nr. PPBE0633, Partnr. P1900520033, Serial SRN1505A00583, for compressors, Atlas Copco.",Spare parts,Electrical items,Instrumentation,PR for card for compressors.,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,16000,16000,16000
ESCC,2019-05-09 00:00:00,2019-06-16 00:00:00,2019-09-26 12:18:46,190315,Approved,1,Goods,3060202056,"Kit, maintenance, 16000 h, part no. 2906098600, manufacture Atlas copco, for air compressor type GA 132W- 8,5 and type GA 110W- 8,5",Spare parts,Mechanical items,mechanical items for utilities area (700),Service kits for atlas copco compressors.,,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Canceled,0,0,0,2,EGP,1,0,70000,0,0
